name,team,shirtNo,photo,playerId,fotmob_player_id,Assists,xA,key_passes,final_third_passes,penalty_box_passes,prog_passes,xG,Goals,Shots,SCA,GCA,defensive_actions,final_third_entries,penalty_box_entries,prog_carries,minutes
Gabriel Silva,Santa-Clara,49.0,https://static-img.zz.pt/jogadores/93/609293_20230311153849_gabriel_silva.png,397849.0,1173684.0,2.0,3.4,37.0,27.0,18.0,33.0,6.4,5.0,60.0,79.0,5.0,178.0,36.0,22.0,61.0,2194.0
João Carlos,Estoril,50.0,https://static-img.zz.pt/jogadores/93/507093_20220803214224_joao_carlos.png,355704.0,935041.0,1.0,0.9,5.0,12.0,2.0,13.0,3.4,2.0,24.0,10.0,1.0,45.0,7.0,2.0,7.0,711.0
João Ricciulli,Vitoria-de-Guimaraes,50.0,https://static-img.zz.pt/jogadores/04/475304_20210812022902_joao_ricciulli.png,,969497.0,,,,,,,,,,,,,,,,
Sérgio Conceição,Portimonense,53.0,https://static-img.zz.pt/jogadores/18/983918__20230222074921_sergio_conceicao.jpg,442977.0,1119951.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,2.0,120.0
Rafa Oliveira,Vitoria-de-Guimaraes,53.0,https://static-img.zz.pt/jogadores/24/544924_20221117111713_rafa_1668683833.jpg,449331.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,180.0
Júlio Dabó,Boavista,55.0,https://static-img.zz.pt/jogadores/65/919065__20220805143131_julio_dabo.png,444821.0,1393751.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
Henrique Gomes,Gil-Vicente,55.0,https://static-img.zz.pt/jogadores/35/211435_20220803184558_henrique_gomes.png,383996.0,606158.0,0.0,0.1,2.0,20.0,4.0,21.0,0.1,0.0,3.0,5.0,0.0,64.0,5.0,1.0,8.0,477.0
Paulo Bernardo,Pacos-de-Ferreira,55.0,https://static-img.zz.pt/jogadores/55/489055_20230227190146_paulo_bernardo.png,407139.0,1050831.0,2.0,0.3,7.0,23.0,2.0,27.0,1.5,2.0,14.0,14.0,2.0,96.0,3.0,1.0,6.0,755.0
Geny Catamo,Maritimo,57.0,https://static-img.zz.pt/jogadores/63/639363_20230109085918_geny_catamo.jpg,425093.0,1088753.0,0.0,0.5,10.0,15.0,3.0,20.0,0.8,1.0,14.0,24.0,0.0,33.0,11.0,7.0,18.0,342.0
Martim Tavares,Boavista,59.0,https://static-img.zz.pt/jogadores/11/534211_20220917175929_martim_tavares.png,423601.0,1290663.0,0.0,0.1,4.0,0.0,1.0,5.0,1.6,2.0,5.0,9.0,2.0,22.0,3.0,2.0,4.0,360.0
Matous Trmal,Maritimo,59.0,https://static-img.zz.pt/jogadores/11/607311_20220810205224_matous_trmal.png,400847.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,540.0
Florentino Luís,Benfica,61.0,https://static-img.zz.pt/jogadores/29/166229_20220916101731_florentino_luis.jpg,369712.0,793255.0,3.0,1.7,17.0,228.0,16.0,164.0,1.3,0.0,12.0,37.0,5.0,363.0,22.0,0.0,11.0,2120.0
Tiago Santos,Estoril,62.0,https://static-img.zz.pt/jogadores/03/130303_20220803214422_tiago_santos.png,447025.0,1397857.0,5.0,3.5,25.0,72.0,17.0,71.0,0.7,0.0,13.0,57.0,7.0,324.0,61.0,12.0,85.0,2419.0
Celton Biai,Vitoria-de-Guimaraes,63.0,https://static-img.zz.pt/jogadores/69/166269_20220729164523_celton_biai_1659109523.jpg,396579.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,450.0
Rafael Fernandes,Arouca,64.0,https://static-img.zz.pt/jogadores/21/195321_20220806112257_rafael_fernandes.png,444508.0,1356327.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,2.0,1.0,0.0,21.0,0.0,0.0,1.0,135.0
Gonçalo Nogueira,Vitoria-de-Guimaraes,64.0,https://static-img.zz.pt/jogadores/46/529446_20220719004043_goncalo_nogueira.png,460211.0,1413628.0,,,,,,,,,,,,,,,,
Rafael Rodrigues,Benfica,65.0,https://static-img.zz.pt/jogadores/52/520352_20201002185154_rafael_rodrigues.png,,1210509.0,,,,,,,,,,,,,,,,
António Silva,Benfica,66.0,https://static-img.zz.pt/jogadores/96/490496_20220916101549_antonio_silva.jpg,443613.0,1292092.0,0.0,0.4,5.0,157.0,2.0,120.0,4.1,3.0,18.0,19.0,4.0,423.0,19.0,1.0,27.0,2692.0
Vasco Sousa,Porto,67.0,https://static-img.zz.pt/jogadores/45/529445_20220817115207_vasco_sousa.png,439583.0,1285532.0,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
Bruno Onyemaechi,Boavista,70.0,https://static-img.zz.pt/jogadores/56/654656_pri__20220905114115_bruno_onyemaechi.png,454408.0,1287837.0,1.0,3.4,24.0,93.0,21.0,110.0,1.4,1.0,22.0,54.0,5.0,382.0,58.0,1.0,74.0,2526.0
Denilson Jr.,Famalicao,70.0,https://static-img.zz.pt/jogadores/59/347159_20230210135548_denilson_jr_.png,131384.0,453696.0,0.0,0.1,1.0,2.0,1.0,8.0,0.7,0.0,7.0,2.0,0.0,32.0,3.0,1.0,7.0,362.0
Hernâni Infande,Pacos-de-Ferreira,70.0,https://static-img.zz.pt/jogadores/22/755322_20230227190221_hernani_infande.png,405351.0,1202908.0,0.0,0.7,8.0,5.0,5.0,8.0,0.9,1.0,4.0,12.0,1.0,23.0,8.0,6.0,14.0,352.0
Rui Gomes,Portimonense,70.0,https://static-img.zz.pt/jogadores/76/370176_20220808161153_rui_gomes_1659971513.jpg,444819.0,717412.0,1.0,3.2,26.0,24.0,18.0,45.0,1.4,1.0,23.0,52.0,4.0,118.0,29.0,10.0,38.0,1073.0
Gonçalo Borges,Porto,70.0,https://static-img.zz.pt/jogadores/78/428378_20220817115418_goncalo_borges.png,424768.0,1080520.0,0.0,0.3,2.0,2.0,1.0,6.0,0.3,0.0,6.0,5.0,0.0,14.0,7.0,1.0,12.0,114.0
Alejandro Alvarado,Vizela,70.0,https://static-img.zz.pt/jogadores/98/824398_20220813002112_alejandro_alvarado.png,426917.0,1188588.0,,,,,,,,,,,,,,,,
Flávio Nazinho,Sporting,71.0,https://static-img.zz.pt/jogadores/25/590425_20220907200456_flavio_nazinho.png,411913.0,1239590.0,0.0,0.1,1.0,1.0,3.0,6.0,0.1,0.0,2.0,5.0,0.0,11.0,3.0,0.0,5.0,102.0
Tomás Araújo,Gil-Vicente,72.0,https://static-img.zz.pt/jogadores/53/520353_20220803184637_tomas_araujo.png,426502.0,1187283.0,2.0,1.3,15.0,92.0,6.0,88.0,1.0,1.0,13.0,30.0,1.0,305.0,17.0,0.0,27.0,1871.0
Afonso Freitas,Vitoria-de-Guimaraes,72.0,https://static-img.zz.pt/jogadores/69/413269_20220729164523_afonso_freitas_1659109523.jpg,447235.0,1355720.0,2.0,0.9,17.0,47.0,11.0,58.0,0.5,1.0,9.0,35.0,4.0,185.0,25.0,1.0,36.0,1930.0
Cher Ndour,Benfica,73.0,https://static-img.zz.pt/jogadores/31/817031_20230318221538_cher_ndour.jpg,476109.0,1246009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Benny Sousa,Chaves,73.0,https://static-img.zz.pt/jogadores/43/296143_20220812232238_benny_sousa.png,444823.0,1188586.0,4.0,3.3,25.0,23.0,26.0,42.0,0.9,0.0,18.0,47.0,4.0,92.0,21.0,11.0,29.0,1222.0
Chico Lamba,Sporting,73.0,https://static-img.zz.pt/jogadores/76/416476_20220907200939_chico_lamba.png,461457.0,1188585.0,0.0,0.1,1.0,4.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,45.0
Francisco Moura,Famalicao,74.0,https://static-img.zz.pt/jogadores/63/524463_20220927150707_francisco_moura.png,401060.0,919374.0,2.0,3.1,30.0,36.0,22.0,56.0,1.1,2.0,12.0,56.0,5.0,321.0,45.0,8.0,58.0,2121.0
Dinis Pinto,Braga,76.0,https://static-img.zz.pt/jogadores/16/532616_20230214183335_dinis_pinto.png,430434.0,1325525.0,0.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,9.0
Bruno Gaspar,Vitoria-de-Guimaraes,76.0,https://static-img.zz.pt/jogadores/08/143908_20220729164522_bruno_gaspar_1659109522.jpg,322790.0,361763.0,1.0,0.5,1.0,8.0,1.0,7.0,0.1,0.0,1.0,8.0,1.0,28.0,0.0,0.0,4.0,214.0
Luís Santos,Boavista,77.0,https://static-img.zz.pt/jogadores/50/155450_20220817194932_luis_santos.jpg,395938.0,1079218.0,0.0,0.1,2.0,3.0,2.0,7.0,1.0,0.0,8.0,3.0,0.0,32.0,7.0,0.0,7.0,284.0
João Correia,Chaves,77.0,https://static-img.zz.pt/jogadores/62/427362_20220812231256_joao_correia.png,381794.0,666950.0,2.0,2.3,23.0,39.0,29.0,61.0,1.6,0.0,21.0,50.0,2.0,232.0,27.0,12.0,54.0,1788.0
Pablo Felipe,Famalicao,77.0,https://static-img.zz.pt/jogadores/57/787557_20230210135513_pablo_felipe.png,409654.0,1227326.0,0.0,0.3,5.0,6.0,3.0,15.0,1.8,2.0,15.0,20.0,1.0,61.0,10.0,4.0,8.0,707.0
Murilo Souza,Gil-Vicente,77.0,https://static-img.zz.pt/jogadores/32/245832_20230227191254_murilo_souza.png,244655.0,586719.0,1.0,4.0,42.0,43.0,33.0,82.0,4.3,5.0,48.0,90.0,5.0,203.0,69.0,23.0,90.0,2176.0
Fábio Ronaldo,Rio-Ave,77.0,https://static-img.zz.pt/jogadores/60/512660_20220803220313_fabio_ronaldo.png,444576.0,1288115.0,3.0,2.2,21.0,38.0,23.0,55.0,4.0,3.0,28.0,60.0,6.0,194.0,35.0,15.0,61.0,1977.0
Jovane Cabral,Sporting,77.0,https://static-img.zz.pt/jogadores/96/461396_20220928005343_jovane_cabral.png,361964.0,785716.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,1.0,55.0
Tiago Araújo,Estoril,78.0,https://static-img.zz.pt/jogadores/86/428386_20220803213903_tiago_araujo.png,407140.0,1185329.0,0.0,0.4,7.0,17.0,9.0,26.0,0.7,1.0,14.0,25.0,1.0,115.0,18.0,3.0,26.0,881.0
Francisco França,Maritimo,78.0,https://static-img.zz.pt/jogadores/69/730169_20210626013720_franca.png,,1282420.0,,,,,,,,,,,,,,,,
Pedro Malheiro,Boavista,79.0,https://static-img.zz.pt/jogadores/15/823915__20210920194041_pedro_malheiro.png,422313.0,1282144.0,6.0,3.0,20.0,100.0,18.0,107.0,0.9,0.0,16.0,46.0,6.0,459.0,33.0,5.0,47.0,2787.0
Youssef Chermiti,Sporting,79.0,https://static-img.zz.pt/jogadores/44/562444_20220907200715_youssef_chermiti.png,447229.0,1356310.0,2.0,0.7,5.0,7.0,1.0,9.0,5.8,3.0,28.0,11.0,2.0,34.0,6.0,10.0,12.0,844.0
Nuno Moreira,Vizela,79.0,https://static-img.zz.pt/jogadores/49/84849_20220813002001_nuno_moreira.png,421851.0,1188608.0,1.0,2.9,26.0,34.0,26.0,83.0,3.0,1.0,53.0,66.0,3.0,211.0,29.0,10.0,43.0,1836.0
Berna Conceição,Boavista,80.0,https://static-img.zz.pt/jogadores/71/919071__20220805143225_berna.png,422314.0,1282141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0
Beni Mukendi,Casa-Pia,80.0,https://static-img.zz.pt/jogadores/09/715109_20230314225101_beni_mukendi.png,472325.0,1372284.0,1.0,0.9,15.0,32.0,2.0,41.0,0.2,0.0,4.0,30.0,1.0,133.0,19.0,0.0,13.0,937.0
Victor Bobsin,Santa-Clara,80.0,https://static-img.zz.pt/jogadores/50/495450_20221008153906_victor_bobsin.jpg,416885.0,1248669.0,1.0,0.8,11.0,80.0,9.0,98.0,0.5,0.0,11.0,30.0,2.0,230.0,10.0,1.0,11.0,1610.0
Dani Silva,Vitoria-de-Guimaraes,80.0,https://static-img.zz.pt/jogadores/62/166262_20220729164523_dani_silva_1659109523.jpg,437999.0,1019567.0,0.0,0.9,12.0,85.0,12.0,106.0,0.9,1.0,16.0,49.0,2.0,261.0,22.0,2.0,22.0,1643.0
Mateus Fernandes,Sporting,82.0,https://static-img.zz.pt/jogadores/46/532646_20220907200559_mateus_fernandes.png,447231.0,1356312.0,0.0,0.1,2.0,5.0,1.0,5.0,0.1,0.0,1.0,3.0,0.0,8.0,1.0,0.0,4.0,90.0
Rui Correia,Vitoria-de-Guimaraes,82.0,https://static-img.zz.pt/jogadores/39/588639_20210811113439_rui_correia_1628678079.jpg,,1407284.0,,,,,,,,,,,,,,,,
Tomás Silva,Vizela,82.0,https://static-img.zz.pt/jogadores/41/84241_20220812235941_tomas_silva.png,416045.0,1188599.0,2.0,1.5,17.0,38.0,23.0,52.0,0.5,1.0,6.0,36.0,2.0,209.0,18.0,3.0,25.0,1175.0
João Pedro,Chaves,83.0,https://static-img.zz.pt/jogadores/76/159876_20230207161425_joao_pedro.jpg,119089.0,375790.0,0.0,0.5,5.0,27.0,2.0,31.0,0.0,0.0,2.0,9.0,0.0,82.0,2.0,0.0,4.0,594.0
Mamadou Tounkara,Vitoria-de-Guimaraes,83.0,https://static-img.zz.pt/jogadores/50/812850_20221117111636_mamadou_tounkara_1668683796.jpg,454565.0,1355560.0,0.0,0.0,0.0,20.0,0.0,22.0,0.2,0.0,2.0,5.0,0.0,116.0,5.0,0.0,7.0,1048.0
Dário Essugo,Sporting,84.0,https://static-img.zz.pt/jogadores/90/508990_20220907200547_dario_essugo.png,411914.0,1239595.0,0.0,0.0,1.0,10.0,0.0,9.0,0.0,0.0,2.0,6.0,0.0,33.0,1.0,0.0,2.0,200.0
Nito Gomes,Maritimo,85.0,https://static-img.zz.pt/jogadores/20/1032720_20221112130716_nito_gomes.jpg,471933.0,1434611.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,71.0
Bruno Reis,Portimonense,85.0,https://static-img.zz.pt/jogadores/24/498824_20220808160612_bruno_reis_1659971172.jpg,370001.0,1022914.0,,,,,,,,,,,,,,,,
João Neves,Benfica,87.0,https://static-img.zz.pt/jogadores/29/587629_20230103090446_joao_neves.png,465388.0,1342757.0,0.0,0.2,5.0,45.0,6.0,50.0,1.8,1.0,13.0,19.0,2.0,111.0,10.0,2.0,5.0,611.0
Bernardo Folha,Porto,87.0,https://static-img.zz.pt/jogadores/09/528209_20220817115212_bernardo_folha.png,433595.0,1220993.0,0.0,0.0,0.0,5.0,0.0,2.0,0.1,0.0,2.0,2.0,0.0,11.0,1.0,1.0,4.0,58.0
Gonçalo Ramos,Benfica,88.0,https://static-img.zz.pt/jogadores/76/428376_20220916101958_goncalo_ramos.jpg,395802.0,940087.0,2.0,2.4,17.0,10.0,9.0,31.0,20.1,19.0,98.0,46.0,8.0,138.0,14.0,15.0,30.0,2282.0
André Castro,Braga,88.0,https://static-img.zz.pt/jogadores/07/32507_20220803192358_andre_castro.jpg,35405.0,40956.0,1.0,0.1,1.0,31.0,1.0,40.0,0.7,1.0,5.0,8.0,2.0,85.0,8.0,2.0,9.0,625.0
Pedro Santos,Braga,89.0,https://static-img.zz.pt/jogadores/09/545909_20220902164912_pedro_santos_1662133752.jpg,468164.0,1356299.0,0.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0
Tiago Machado,Boavista,90.0,https://static-img.zz.pt/jogadores/57/952257__20221102121347_tiago_machado.jpg,482373.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
Mikey Johnston,Vitoria-de-Guimaraes,90.0,https://static-img.zz.pt/jogadores/18/480418_20221117111636_mikey_johnston_1668683796.jpg,319796.0,766622.0,4.0,2.2,23.0,34.0,17.0,50.0,1.7,1.0,29.0,55.0,6.0,85.0,37.0,22.0,55.0,1364.0
Friday Etim,Vizela,90.0,https://static-img.zz.pt/jogadores/58/891458_20230227190751_friday_etim.png,431409.0,1328716.0,0.0,1.5,12.0,6.0,4.0,12.0,2.7,2.0,21.0,17.0,1.0,33.0,6.0,3.0,6.0,445.0
Morato,Benfica,91.0,https://static-img.zz.pt/jogadores/11/681311_20220916101607_morato.jpg,376916.0,1053838.0,0.0,0.0,0.0,32.0,0.0,38.0,0.3,1.0,3.0,5.0,0.0,92.0,4.0,0.0,7.0,648.0
Lukas Hornicek,Braga,91.0,https://static-img.zz.pt/jogadores/63/702563_20220803190156_lukas_hornicek.jpg,415682.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0
Mabrouk Rouai,Estoril,91.0,https://static-img.zz.pt/jogadores/59/970359__20230116083917_mabrouk_rouai.jpg,400985.0,1116350.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,33.0
Rodrigo Ribeiro,Sporting,91.0,https://static-img.zz.pt/jogadores/09/664609_20220907200726_rodrigo_ribeiro.png,434076.0,1343749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,30.0
João Valido,Arouca,92.0,https://static-img.zz.pt/jogadores/71/520171_20220806111612_joao_valido.png,368960.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Julian Draxler,Benfica,93.0,https://static-img.zz.pt/jogadores/81/977381__20230202130924_julian_draxler.png,96449.0,243164.0,0.0,0.6,10.0,24.0,8.0,33.0,1.5,1.0,11.0,21.0,2.0,29.0,5.0,2.0,10.0,407.0
Welinton Júnior,Portimonense,93.0,https://static-img.zz.pt/jogadores/19/338319_20220808161152_welinton_junior_1659971512.jpg,130506.0,449834.0,0.0,2.2,12.0,32.0,12.0,49.0,8.9,6.0,93.0,51.0,4.0,103.0,30.0,13.0,40.0,2060.0
Paulo Vitor,Rio-Ave,93.0,https://static-img.zz.pt/jogadores/41/491941_20220803220419_paulo_vitor.png,337885.0,844440.0,1.0,1.4,12.0,13.0,11.0,18.0,0.7,1.0,23.0,25.0,2.0,143.0,31.0,7.0,44.0,1109.0
Felix ,Estoril,94.0,https://static-img.zz.pt/jogadores/09/717209_20221215180941_felix_.png,,1438596.0,,,,,,,,,,,,,,,,
Vitor Costa,Maritimo,94.0,https://static-img.zz.pt/jogadores/19/962519__20221212080550_vitor_costa.png,329366.0,666937.0,1.0,1.9,32.0,97.0,27.0,124.0,1.1,2.0,16.0,77.0,2.0,338.0,42.0,8.0,56.0,2402.0
Jô Batista,Chaves,95.0,https://static-img.zz.pt/jogadores/92/407992_20220812233156_jo_batista.png,438901.0,694773.0,0.0,0.1,2.0,4.0,2.0,6.0,1.4,1.0,12.0,8.0,1.0,24.0,4.0,2.0,5.0,301.0
James Léa-Siliki,Estoril,95.0,https://static-img.zz.pt/jogadores/05/519205_20220803214602_james_lea_siliki.png,332144.0,817148.0,0.0,0.8,11.0,27.0,9.0,31.0,0.9,3.0,16.0,25.0,0.0,71.0,9.0,3.0,10.0,803.0
Théo Fonseca,Famalicao,95.0,https://static-img.zz.pt/jogadores/59/625559_20220927150727_theo_fonseca.png,444633.0,1200814.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,2.0,112.0
André Pereira,Rio-Ave,95.0,https://static-img.zz.pt/jogadores/15/217215_20220803220510_andre_pereira.png,349176.0,816235.0,3.0,2.5,17.0,15.0,5.0,19.0,3.8,1.0,20.0,31.0,5.0,76.0,17.0,2.0,22.0,999.0
Pierre Sagna,Santa-Clara,95.0,https://static-img.zz.pt/jogadores/56/151256_20220803230145_pierre_sagna.png,92825.0,215823.0,1.0,2.2,21.0,46.0,15.0,60.0,0.2,0.0,7.0,38.0,1.0,255.0,21.0,2.0,32.0,1754.0
Santi Colombatto,Famalicao,97.0,https://static-img.zz.pt/jogadores/11/484511_20220927150630_santi_colombatto.png,298175.0,686460.0,6.0,5.4,63.0,88.0,14.0,115.0,3.3,3.0,29.0,104.0,11.0,332.0,23.0,3.0,28.0,2611.0
Fabijan Buntic,Vizela,97.0,https://static-img.zz.pt/jogadores/95/481395_20220812235634_fabijan_buntic.png,326410.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,55.0,0.0,0.0,0.0,2970.0
Igor Vekić,Pacos-de-Ferreira,98.0,https://static-img.zz.pt/jogadores/39/459739_20220906193210_igor_vekic.jpg,412160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,821.0
Nicolas Janvier,Vitoria-de-Guimaraes,98.0,https://static-img.zz.pt/jogadores/28/459828_20220729164524_nicolas_janvier_1659109524.jpg,297541.0,684938.0,0.0,0.8,10.0,50.0,10.0,60.0,0.6,1.0,16.0,19.0,1.0,82.0,13.0,0.0,13.0,631.0
Odysseas Vlachodimos,Benfica,99.0,https://static-img.zz.pt/jogadores/06/197106_20220916101258_odysseas_vlachodimos.jpg,110273.0,,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.0,0.0,0.0,0.0,3057.0
João Gonçalves,Boavista,99.0,https://static-img.zz.pt/jogadores/60/919060__20220805143129_joao_goncalves.png,380734.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0
Clayton Silva,Casa-Pia,99.0,https://static-img.zz.pt/jogadores/82/709082_20220913170203_clayton_silva.png,436559.0,1290479.0,0.0,0.4,9.0,16.0,3.0,18.0,5.9,4.0,41.0,19.0,0.0,59.0,13.0,6.0,15.0,1184.0
Daniel Figueira,Estoril,99.0,https://static-img.zz.pt/jogadores/94/421994_20220803213759_daniel_figueira.png,331191.0,,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,58.0,0.0,0.0,0.0,2855.0
Carlos Eduardo,Maritimo,99.0,https://static-img.zz.pt/jogadores/56/931656__20220911122943_carlos_eduardo.jpg,,1404134.0,,,,,,,,,,,,,,,,
Yago Cariello,Portimonense,99.0,https://static-img.zz.pt/jogadores/34/636734_20220808161210_yago_cariello_1659971530.jpg,444818.0,1354250.0,1.0,1.1,17.0,12.0,2.0,9.0,5.9,3.0,43.0,30.0,3.0,81.0,17.0,5.0,14.0,1372.0
Diogo Costa,Porto,99.0,https://static-img.zz.pt/jogadores/06/284406_20220817114956_diogo_costa.png,373842.0,,0.0,0.2,2.0,26.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,2970.0
Marco Pereira,Santa-Clara,99.0,https://static-img.zz.pt/jogadores/76/25576_20220803225735_marco_pereira.png,361916.0,,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,720.0
