id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2373896669.0,37.0,1.0,46.0,299.0,81.69,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'ThrowIn', 'Angle', 'PassEndX']","[91, 212, 35, 38, 217]",True,107252.0,74.44500000000001,51.136,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense,-0.0035479100000000013
,,1.0,46.0,,74.44500000000001,51.136,,,Carry,,,,,125476.0,77.28,52.428,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense,0.0
2373896681.0,38.0,1.0,49.0,299.0,77.28,52.428,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,125476.0,71.505,27.472000000000005,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense,-0.00016371999999999914
2373896705.0,39.0,1.0,51.0,299.0,71.505,27.472000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,75691.0,79.065,4.352,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense,0.0037116300000000005
,,1.0,51.0,,79.065,4.352,,,Carry,,,,,119542.0,74.655,5.032000000000001,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense,-0.00634183
2373896729.0,40.0,1.0,56.0,299.0,74.655,5.032000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Angle', 'PassEndY', 'Zone', 'Longball']","[91, 117, 127, 35, 37, 216, 218]",True,119542.0,46.62,21.692,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense,-0.00693001
2373896757.0,41.0,1.0,59.0,299.0,46.725,21.76,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,46.83000000000001,40.732,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense,0.0005547
,,1.0,59.0,,46.83000000000001,40.732,,,Carry,,,,,376916.0,48.300000000000004,45.424,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense,-0.0005547
2373896793.0,42.0,2.0,2.0,299.0,48.300000000000004,45.424,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'Zone', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,376916.0,65.10000000000001,66.30000000000001,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense,0.00315932
,,2.0,2.0,,65.10000000000001,66.30000000000001,,,Carry,,,,,107252.0,62.160000000000004,63.78400000000002,,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Moreirense,0.0
2373896799.0,43.0,2.0,5.0,299.0,62.16,63.784000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent']","[91, 53]",True,107252.0,,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Benfica,Moreirense,
2373896821.0,10.0,2.0,5.0,108.0,42.84,4.216,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Defensive']","[91, 142]",True,318686.0,,,,,,,,,,,,,,,,Benfica,Moreirense,
2373896837.0,44.0,2.0,7.0,299.0,59.01000000000001,61.404000000000025,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,125476.0,46.725,56.1,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense,-0.0008905599999999986
,,2.0,7.0,,46.725,56.1,,,Carry,,,,,376916.0,43.89,54.06,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense,0.0
2373896869.0,45.0,2.0,9.0,299.0,43.89,54.06,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,376916.0,48.825,55.69200000000001,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense,0.0016982100000000003
,,2.0,9.0,,48.825,55.69200000000001,,,Carry,,,,,125476.0,51.345,53.992,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense,0.0
2373896899.0,46.0,2.0,12.0,299.0,51.345,53.992,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'StandingSave', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,125476.0,62.895,65.212,,,,,,,,,,,20.0,João Mário,False,Benfica,Moreirense,0.0036051999999999994
